"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","배우","제작사","개봉일스크린수","개봉일관객수","스크린수증가율"
"공범",12333110882,1766285,611,51425,"2013-10-24","(주)씨제이이엔엠","15세이상관람가","스릴러,드라마","국동석","손예진,김갑수,임형준,이규한,조안,강신일,유원선,이선아,장루비,최단비,함채영,김광규,박사랑,임종윤,유지연,박지연,김승훈,정민성","선샤인필름(주)",515,114573,18.6407766990291
"공작",42795690816,4975517,1317,99122,"2018-08-08","(주)씨제이이엔엠","12세이상관람가","드라마","윤종빈","황정민,이성민,조진웅,주지훈,김대현,이경호,이기용,이동희,이상원,이상현,박현민,박혜영,김재희,이승찬,이승환,이승훈,이은영,김정현,이재우,이재혁,김정호,김종수,김지나,서주연,손승훈,이창석,이창훈,이희경,김지혜,김지홍,김진영,김현중,김형기,김형우,정재헌,박진영,강주석,정혜경,조현수,강민지,김다솜,김대현,김미혜,최운진,최지현,최희열,김소진,김수연,김은아,김승희,김영진,김영훈,김용석,김우영,김우현,주해은,한창현,양현민,정기섭,민무제,한성천,금새록,김응수,최병모,손성찬,홍기준,정소리,김규백,김규남,최정인,박경찬,곽자형,강덕중,류성현,감승민,김현,윤재인,권범택,설창희,김인우,양지수,곽진석,박혁민,염석무,엄지만,정종우,김도율,권유진,김종태,박진수","(주)영화사 월광,(주)사나이픽처스",934,333316,41.0064239828694
"공조",63783303326,7817654,1392,142991,"2017-01-18","(주)씨제이이엔엠","15세이상관람가","액션","김성훈","이재남,현빈,유해진,김주혁,장영남,이해영,임윤아,이동휘,박형수,서은지,신유철,공정환,김준한,신문성,엄효섭,홍인,임용순,엄지만,신현빈,김종태","(주)제이케이필름,(주)씨제이이엔엠,영화사 이창,(주)에이치비엔터테인먼트",900,151845,54.6666666666667
"과속스캔들",53800771400,8223266,408,145555,"2008-12-03","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디","강형철","차태현,박보영,왕석현,임지규,황우슬혜,정원중,김기방,김혜진,노수정,류수경,김준호,문수진,김태형,김웅,이희상,임진순,김민채,김수완,박용준,정준영,정진희,정하린,김진,김준영,이준혁,성지루,김한국,고준,고준,박영서,박준하","(주)토일렛픽쳐스,(주)디씨지플러스",345,40254,18.2608695652174
"관능의 법칙",5858771500,781516,591,30630,"2014-02-13","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","드라마,코미디","권칠인","엄정화,문소리,조민수,이경영,이성민,이재윤,백동훈,전민혁,오상진,차수보,황정현,김용식,김재혁,김지은,조우진,최무성,진선규,권해효,곽자형","(주)명필름",591,58083,0
"관상",66009791500,9135802,1240,125105,"2013-09-11","(주)쇼박스","15세이상관람가","사극,드라마","한재림","송강호,이정재,백윤식,조정석,이종석,김혜수,신기원,윤종구,윤희원,이도엽,권영각,김길동,정준식,조훈휘,표유신,하정수,한만영,노준표,문혜진,박진우,전신환,김강현,유재명,김의성,정대용,김근영,서현우,이규형,이유준,김태우,윤경호,최교식,박기만,주광현","(주)주피터필름,(주)쇼박스",927,373552,33.764832793959
"광대들: 풍문조작단",5228976088,637461,806,29048,"2019-08-21","워너브러더스 코리아(주)","12세이상관람가","사극","김주호","조진웅,손현주,박희순,고창석,최원영,김슬기,윤박,김민석,장남열,김희찬,최귀화,정인기,백수희,정윤하,정아미,이국주,박노식,강수호,강현구,강현구,박상훈,곽최산,곽자형,권지훈,권혁성,박영복,김건,서문호,서민우,박재완,김광현,김기석,서하영,선호삼,박준영,김남우,김니나,박지열,박찬규,배경민,김두현,김문수,김민서,김민석,신치영,신현승,심철민,심철민,유광수,유병선,유병선,엄옥란,유희제,김세별,윤성민,윤육,이상민,이종운,김장원,허성우,이준구,정한호,홍근택,김재홍,장한별,조미라,전수연,전정일,김순애,이찬희,이창준,김승찬,황윤성,이창범,조은주,김주경,최정현,김시호,조지현,정미남,강소백,김준석,김준모,강정혁,조혜인,최철민,최춘범,권예은,권홍석,김창겸,김낙균,채민지,채성원,김도담,김영준,천준호,이동희,김성용,정성훈,김수은,임정민,이확광,임수지,김영직,조규완,이민정,이우성,한상호,이운산,조신근,조은유,이병희,라희정,류경미,나호원,문재원,유해밀,차미경,정윤성,채종규,박귀순,신성일,천용현,최광제,이재빈,박성빈,심성효,안대현,안수호,최은선,장재권,최준서,엄윤아,장지용,박해용,배건하,엄혜수,전성호,오강율,전지수,서인성,오무용,서재희,송수근,백준선,홍원희,한재웅,서동진,최광덕","(주)영화사심플렉스",806,83073,0
"광식이 동생 광태",12811265009,2024818,276,35769,"2005-11-23","(주)엠케이픽처스","15세관람가","코미디","김현석","김주혁,봉태규,이요원,김아중,정경호,최은정,민도기,김성훈,김효주,김형민,유정민,박선민,이대연,박철민","(주)엠케이픽처스",229,104745,20.5240174672489
"광해, 왕이 된 남자",88907726769,12323291,1001,203428,"2012-09-13","(주)씨제이이엔엠","15세이상관람가","사극,드라마","추창민","이병헌,류승룡,한효주,장광,김인권,심은경,김명곤,서진원,장재현,정창국,조혜정,김남준,이수용,박윤호,김지수,박민규,박지아,송미정,양준모,원동연,김종구,주영호,이엘,전배수,이란희,최욱,이봉련,허성태,이양희,전국향,김승훈,권은수,승의열,김비비,한이진,이은정","리얼라이즈픽쳐스(주),(주)씨제이이엔엠",688,169516,45.4941860465116
"괴물",66715881300,10917195,647,113093,"2006-07-27","(주)쇼박스","12세관람가","SF,가족,드라마","봉준호","송강호,변희봉,박해일,배두나,고아성,오달수,박노식,라미란,고수희,윤제문,김뢰하,고창석,박진우,김학선,신현종,신승리,조덕제,조진영,김창렬,김병훈,이재응,이훈진,정강희,김대근,김효선,김종준,김다영,이왕우,유승목,손진호,권병길,손영순,정인기,최교식,이종윤,김비비,조영규","영화사청어람(주)",513,395951,26.1208576998051
"구르믈 버서난 달처럼",10241716500,1383867,506,48314,"2010-04-28","에스케이텔레콤(주)","15세이상관람가","사극,액션","이준익","황정민,김성훈,차승원,한지혜,백성현,신영훈,김영훈,함철훈,박광설,박미령,정선미,임재윤,권성영,김여정,이달형,박수정,이필훈,양명헌,송영창,박진우,신정근,이해영,김보연,김창완,정재헌,김상호,염동헌,정민성,박윤호,김서원,양도현","(주)영화사아침,(주)타이거픽쳐스",328,40733,54.2682926829268
"구세주",10087308700,1621131,206,31939,"2006-02-16","쇼이스트(주)","15세관람가","코미디,액션,멜로/로맨스","김정우","최성국,신이,김수미,박준규,이상현,강민서,김장호,장정미,김영휘,조승연,백일섭,이원종,신정근,김광규,김부선,주석태","㈜익영영화",179,82378,15.0837988826816
"국가대표",57570773000,8035181,570,131671,"2009-07-29","(주)쇼박스","12세이상관람가","드라마,액션,코미디","김용화","하정우,성동일,김지석,김동욱,최재환,이재응,이은성,이한위,이혜숙,김지영,쥬니,황하나,조재윤,심영,천주영,도승휘,전성빈,오광록,김수로,조진웅,김용건,김성주,이금희,박정수,손범수,이세랑,정민성,정종열","케이엠컬쳐㈜",506,102817,12.6482213438735
"국가대표 2",5483360042,710117,562,20691,"2016-08-10","메가박스중앙(주)플러스엠","12세이상관람가","드라마","김종현","수애,오달수,오연서,하재숙,김슬기,김예원,진지희,임진영,박진하,전송이,방추성,백상훈,서은정,조규영,안승호,조수지,조희윤,이경선,이민지,이선미,이영화,함지후,곽지유,이봉련,조희봉,김응수,최병모,윤경호,정태야,배서하","케이엠컬쳐㈜",562,61508,0
"국가대표 완결판-못 다한 이야기",2647781500,357436,82,8509,"2009-09-10","(주)쇼박스","12세이상관람가","드라마,코미디","김용화","하정우,성동일,김지석,김동욱","케이엠컬쳐㈜",55,8312,49.0909090909091
"국가부도의 날",30893315837,3755233,1180,101077,"2018-11-28","(주)씨제이이엔엠","12세이상관람가","드라마","최국희","김혜수,유아인,허준호,조우진,뱅상 카셀,이원희,이은주,손민석,손영진,이하윤,김진구,박경관,박재민,박재영,박정민,권훈,김기현,염혜란,최준영,조한철,한창현,엄효섭,장성범,동하,박진주,이양희,손성찬,전배수,백도겸,박경찬,정종열,양말복,한이진,김민상","영화사 집",1180,301330,0
"국제시장",110930943730,14261581,1044,212664,"2014-12-17","(주)씨제이이엔엠","12세이상관람가","드라마","윤제균","황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수,김근영,허동원,현봉식,강신철,손영순,박혜진,유정호,남진복,신정섭","(주)제이케이필름,(주)씨제이이엔엠",931,184756,12.1374865735768
"군도: 민란의 시대",36989711499,4775441,1394,67252,"2014-07-23","(주)쇼박스","15세이상관람가","사극,액션","윤종빈","하정우,강동원,최귀화,이성민,조진웅,마동석,윤지혜,정만식,김성균,김재영,주진모,이경영,신나라,정두홍,조남희,조현도,김광현,김병주,김영철,김지선,김태수,노남석,송영창,이경영,김병옥,주영호,한예리,김시은,김해숙,정대용,정재헌,박명신,임현성,강신철,윤경호","(주)영화사 월광,(주)쇼박스",1250,551841,11.52
"군함도",50510565168,6592151,2027,108775,"2017-07-26","(주)씨제이이엔엠","15세이상관람가","액션,드라마","류승완","황정민,김규백,명인호,소지섭,송중기,이정현,김수안,지웅배,손용범,박선,박선주,박영준,박정민,박준서,박준서,박혜민,성정훈,오정현,오형근,전창현,정규호,정부용,지재우,이다영,이동준,이상협,이선민,이세형,이윤2,최호영,이재민,이정민,이정은,이정현,이제훈,허승준,이준희,이지은,이지환,이태영,이하은,이하준,이경영,장성범,백승철,김준한,김고은,박성일,설준수,조경현,여윤호,이준혁,신희철,김동영,이정현,전배수,윤경호,강덕중,김정원,이문석,정병두,김예은,김인우,정만식,정태야,추연규,한윤식,박상호","(주)외유내강,(주)필름케이",2027,972161,0
"굿모닝 프레지던트",18567863300,2554960,586,69955,"2009-10-22","CJ ENM","전체관람가","코미디,드라마","장진","한동학,장동건,이순재,고두심,이재용,한채영,허정규,송기관,송영규,박일,최지나,김현동,서정민,김광현,유승희,윤동현,전유진,이은영,김재호,최은영,김용숙,박희건,임하룡,조덕현,장영남,이철민,김원해,이한위,이해영,전국환,김인우,이은채","소란플레이먼트(주)",508,101600,15.3543307086614
"굿바이 싱글",16913282195,2108561,841,56390,"2016-06-29","(주)쇼박스","15세이상관람가","코미디,드라마","김태곤","김혜수,마동석,김현수,김용건,서현진,곽시양,전석호,이미도,이성민,황미영,이형미,박지영,정준화,유성진,윤환,이수경,최문석,홍민희,김근영,안재홍,황승언,김고은,목규리,이선빈,배유람,정원중,강찬희,송철호,임영우","호두앤유 엔터테인먼트(주),(주)영화사람",661,122543,27.231467473525
"궁녀",9038167500,1358883,368,42096,"2007-10-18","(주)시네마서비스","청소년관람불가","미스터리,스릴러","김미정","박진희,윤세아,김남진,김미경,김윤아,류정아,김현아,김유라,임정은,정예지,박정민,김은서,박소희,정재근,오진석,유지연,문가영,서영희,김학선,이은지,예수정,윤송아,박수영,전소현,남정희","(주)영화사아침",345,90475,6.66666666666667
"궁합",10478875438,1340117,966,52427,"2018-02-28","(주)씨제이이엔엠","12세이상관람가","코미디,드라마","홍창표","송영재,심은경,이승기,김상경,연우진,강민혁,최우식,조복래,박선영,이한서,윤송아,이선빈,이동희,이상진,이소현,이수연,이수연,이슬아,김정겸,배지혜,이영수,이정현,이주연,이지민,신혜경,김탁호,김태환,유다영,유다영,윤예원,윤유선,민성주,장지선,정민규,정인영,정재훈,김필수,강현우,조성환,최민호,김욱,최우진,최준호,김보경,김서현,안지호,김성훈,김상혁,조수향,박진주,이정현,손성찬,박호산,최교식,김관수,유정호,박지일","(주)주피터필름",855,175057,12.9824561403509
