"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","배우","제작사"
"비열한 거리",11664597600,1829887,306,34066,2006-06-15,"CJ ENM","18세관람가","액션,범죄,드라마","유하","조인성,천호진,김원진,남궁민,이보영,진구,윤제문,선우은숙,이종혁,김효선,신윤철,박효준,조진웅,문성혁,조진철,박유민,안용우,장보경,박진성,김광수,김상식,박경민,홍의정,김필수,윤소영,박민우,박병렬,전경수,임미경,정미소,박세환,임정우,김철준,정재은,오기환,김정한,서민경,김병춘,김영필,이신성,이양희,류성현,이정민,신유람,박혁민,조운,이현우","(주)싸이더스"
"비정규직 특수요원",1150732700,149719,497,11132,2017-03-16,"(주)이수C&E,(주)스톰픽쳐스코리아","15세이상관람가","코미디,액션","김덕수","강예원,한채아,조재윤,김민교,김성은,남성진,동현배,남궁민,신영훈,심은주,유연수,윤석진,채환,최효정,한승환,한용환,이예림,이정민,이정민,김동철,김용진,김용훈,현봉식,주예지,신세휘,곽자형,류성현,최정현,박성훈","(주)스톰픽쳐스코리아,컴퍼니에이이엔티(주)"
"비정한 도시 감독판",161959057,22900,172,3019,2012-10-25,"(주)인벤트스톤","청소년관람불가","미스터리,스릴러","김문흠","조성하,김석훈,서영희,이기영,안길강,추종범,김문흠,김중탁,박희본,정재훈","(주)온전한 컴퍼니"
"빅매치",8952096578,1177438,627,38529,2014-11-27,"(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","액션","최호","이정재,신하균,이성민,보아,김의성,손호준,강정원,김근배,김재철,김종선,남성호,박상현,안병래,이상헌,이재남,이종현,이진민,정현진,배성우,맹상훈,최우식,조덕제,김윤성,박지환,박경혜,이재훈","(주)보경사"
"뺑반",15224305848,1826912,1285,47215,2019-01-30,"(주)쇼박스","15세이상관람가","범죄,액션","한준희","공효진,류준열,조정석,염정아,전혜진,손석구,김기범,이학주,정수지,배유람,이성욱,류경수,김고은,차래형,박형수,박예영,나철,이해운,임선우,한명수,김태겸,양한슬,하성민,공찬호,강태영,한이진,정수교,고은민,전광진,승형배,황준호,한유열,박재광,오태근,이일현,황규인,오혜금,임정인,최윤민,노도현,선학,양지일,최세용,장현동,천샘,서성금,박성하,박경현,유민상,송준근,정해철,홍현호,김회경,박경근,공성하,권혁,권혁준,박윤희,박윤희,박주한,박준희,김대근,김대한,박현,송요셉,배우진,신재영,신주환,안대웅,안성봉,안현빈,안혜성,유연수,이종재,최성환,김재원,장준현,이성교,이성민,이세진,이소진,김흥태,황보정일,조유진,전호용,황윤성,이창선,정규연,이순자,김주영,이가경,김양수,김여진,조홍우,임준혁,김영,이대광,이도국,김진옥,김영준,김한석,하민,이명자,김지환,김태현,정용주,정원형,김윤배,한대훈,이남경,김지수","호두앤유픽쳐스(주),(주)쇼박스"
"뽀로로 극장판 공룡섬 대모험",6228606300,827338,803,19949,2017-12-07,"(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","김현호,윤제완","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현","(주)오콘"
"뽀로로 극장판 보물섬 대모험",5886383900,766843,797,20075,2019-04-25,"(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션,가족","김현호,윤창섭,김현호","이선,이미자,김현지,홍소영,정미숙,김서영,김환진,남도형,정승욱,이장원,황창영,김환진,남도형,황창영","(주)오콘"
"뽀로로 극장판 슈퍼썰매 대모험",6827594500,931501,459,19969,2013-01-23,"(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠","전체관람가","애니메이션","박영균","이선,이미자,김환진,함수정,홍소영,조현정,정미숙,강승훈,김남희,김은정,김정달,김태훈,노영란,박민교,박영수,박장호,윤창섭","(주)오콘,중국오락문화투자유한회사"
"뽀로로 극장판 컴퓨터 왕국 대모험",3296535700,446054,544,12960,2015-12-10,"(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","박영균","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현,홍범기","(주)오콘"
"사냥",4912658515,645922,696,28862,2016-06-29,"롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","이우철","안성기,신재훈,오주환,조진웅,이상화,한예리,권율,한동원,손현주,박병은,예수정,차순배,허준석,권기하,조대희,심이영","(주)빅스톤픽쳐스"
"사도",48846045501,6247651,1210,124263,2015-09-16,"(주)쇼박스","12세이상관람가","사극","이준익","송강호,유아인,문근영,전혜진,김해숙,박원상,진지희,박소담,서예지,이효제,곽동호,최희영,정호,이현철,김상훈,이민혜,김경원,김대환,김민규,양지혜,안현숙,김우진,이대연,최덕문,정석용,최민철,안정우,조승연,차순배,박명신,박윤호,권범택,김서원,안태훈","(주)타이거픽쳐스"
"사라진 밤",10697981316,1315726,925,60087,2018-03-07,"(주)키다리이엔티","15세이상관람가","스릴러","이창희","김상경,김강우,김희애,서현우,이민지,이윤재,이지훈,김지영,최윤석,류경수,현봉식,경수진,황재열,김희상,복세훈","(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스"
"사랑",13446137500,2023174,381,54789,2007-09-19,"롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","멜로/로맨스,액션","곽경택","주진모,박시연,김민준,김혜정,최지은,임성규,주현,박진우,최성우,박시완,김광규,임현성,손희순,진현우","(주)진인사필름,(주)태원엔터테인먼트"
"사랑 따윈 필요 없어",2564487300,425358,274,15178,2006-11-09,"(주)쇼박스","15세관람가","멜로/로맨스,드라마","이철하","문근영,김주혁,도지원,이기영,조상건,진구,서현진,심정수,박현진,박형준,노현정,한정희,서은영,채경화,유경희,유혜정,이시우,이영지,이지숙,이채윤,김준엽,조재윤,정석원,서동수","(주)싸이더스,판커뮤니케이션,씨네클릭 아시아(팬텀)"
"사랑니",867893000,135563,144,6887,2005-09-29,"(주)시네마서비스","15세관람가","멜로/로맨스","정지우","김정은,이태성,정유미,김영재,김준성,김지훈,유은희,엄용흠,장소연,이주실","(주)시네마서비스"
"사랑방 선수와 어머니",3286151000,509235,267,19700,2007-08-08,"롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디","임영성","정준호,김원희,고은아,이승희,김지영,정혜영,신은경,박정우,고진선,원혜정,김인선,정다운,정수경,박슬아,김주옥,이인화,이한위,김해곤,김나영,이정아","(주)태원엔터테인먼트,(주)아이비픽쳐스,(주)올리브나인"
"사랑을 놓치다",2961381000,468184,146,10662,2006-01-26,"(주)시네마서비스","15세관람가","멜로/로맨스,드라마","추창민","설경구,송윤아,김동영,장항선,전배수,이기우,황석정,고규필,박혁민","(주)시네마서비스"
"사랑이 무서워",3020062500,402876,290,21341,2011-03-10,"롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디,멜로/로맨스","정우철","임창정,김규리,손현우,이미소,성지혜,최효영,서정,정경미,윤지민,안석환,강성진,김태훈,백현주,최교식,이은채","(주)위픽쳐스,(주)디씨지플러스"
"사랑하기 때문에",2673489440,340936,542,15294,2017-01-04,"(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","코미디,멜로/로맨스","주지홍","차태현,김유정,서현진,박근형,선우용녀,성동일,배성우,임주환,김윤혜,오나라,김사희,장도윤,김강훈,박예진,이창희,박지수,박지윤,박지윤,정보연,이재우,김정우,박미현,조달환,김선일,옥자연,고유","(주)에이디사공육"
"사랑하니까, 괜찮아",1296756200,219824,155,8194,2006-08-17,"(주)시네마서비스","12세관람가","멜로/로맨스,드라마","곽지균","지현우,임정은,김송희,정애리,신연철,강래연,박동일,양주호,이정민","유비다임"
"사랑한다, 사랑하지 않는다",508658500,66680,80,4571,2011-03-03,"(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스","이윤기","현빈,임수정,유진영,김중기,김혜옥","(주)영화사봄"
"사랑할 때 이야기하는 것들",1251587700,200836,195,10418,2006-11-30,"(주)시네마서비스","15세이상관람가","멜로/로맨스,드라마","변승욱","한석규,전소영,김지수,소윤성,조영인,김병민,주승환,김금선,민인기,이훈,임현석,이영순,이한위,정혜선,최철호,오정세,백지원,정인기,최교식","(주)오브젝트필름"
"사랑해, 말순씨",2191787000,349118,170,12364,2005-11-03,"쇼이스트(주)","12세관람가","드라마","박흥식","김동영,이재응,문소리,김은영,강경섭,손봉기,허명행,최준,안하영,하지원,조현철,문성해,김대홍,유승우,김인혁,전승훈,윤여준,임대환,박상원,정용욱,정승규,이상협,이준석,김종찬,이한위,김봉근,신동환,정다빈,이칸희,박명신,전수지","블루스톰(주)"
"사바하",20007508194,2398519,1174,78096,2019-02-20,"(주)씨제이이엔엠","15세이상관람가","미스터리,스릴러","장재현","이정재,박정민,이재인,유지태,정진영,진선규,이다윗,배해선,차래형,황정민,김근영,윤경호,지승현,이항나,정동환,문창길,오윤홍,문숙,강나영,김두은,김유린,김지후,조수지,신보경,정병두,이재순,배선엽,곽영신,유승희,장지민,정혜은,강우진,윤창희,김근우,이치민,하승협,권해성,손병우,박상현,김찬빈,한유한,이월진,박재만,박영래,이광석,한형주,류현주,손연서,유선이,강민재,남도현,강성철,강지현,류경인,권귀빈,박수미,권오준,민설애,김가은,김금순,박종범,설시연,박지윤,박지환,박진영,박훈,김명희,백승철,신유진,안성진,안현빈,김범수,오누리,노유림,옥영진,옥주리,김소숙,강민지,임현주,이상우,정재은,임효진,김현정,이주실,허다정,이준구,정한호,장영애,권태호,김홍파,김정훈,조한준,이문석,이수정,김승현,황인준,정미경,조한아름,이건창,김지수,진선규,정서인,차순배,권해성,이대현,김진옥,표성수,표예리,한다경,이한울,이한울,김태윤,이은주,김유나,이재진,장희욱,박지윤,박규범","(주)외유내강,(주)필름케이"
