"영화명","누적관객수","매출액점유율","누적매출액","스크린수","매출액","관객수","상영횟수","개봉일","제작사","배급사","등급","장르","감독","배우"
"왕을 참하라 무삭제판",1,0,5000,1,5000,1,1,"2018-03-21","(주)영화사 조은","(주)영화사 조은","청소년관람불가","드라마","김재수","강연정"
"미니특공대X",100164,0,746262200,458,746262200,100164,5452,"2018-03-22","(주)삼지애니메이션","(주)삼지애니메이션","전체관람가","애니메이션","이영준","엄상현"
"여자 하숙집2",129,0,765000,20,765000,129,20,"2018-03-22","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이리단","이채담"
"내 이웃의 아내 3 (무삭제)",1,0,5000,1,5000,1,1,"2018-03-26","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"부부교환섹스 3",1,0,5000,1,5000,1,1,"2018-03-26","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"부부교환의 날: 젊은 사모님을 탐하다",1,0,5000,1,5000,1,1,"2018-03-26","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"어린 엄마 - 무삭제판",1,0,2000,1,2000,1,1,"2018-03-26","골드피쉬프로덕션","(주)에이블엔터테인먼트","청소년관람불가","멜로/로맨스","계장혁",""
"착한 새엄마 -무삭제판",1,0,5000,1,5000,1,1,"2018-03-26","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"첫경험 - 무삭제판",1,0,2000,1,2000,1,1,"2018-03-26","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","김태수",""
"거짓말 2018: 감독판",131,0,629000,19,629000,131,19,"2018-03-27","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이전",""
"어린 여자: 맛있는 관음-무삭제판",1,0,2000,1,2000,1,1,"2018-03-27","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민환",""
"7년의 밤",528007,0.002,3969337524,872,3969337524,528007,26804,"2018-03-28","(주)바른손","(주)씨제이이엔엠","15세이상관람가","스릴러","추창민","류승룡"
"곤지암",2675883,0.012,21444236144,1124,21444236144,2675883,88553,"2018-03-28","(주)하이브미디어코프","(주)쇼박스","15세이상관람가","공포(호러)","정범식","위하준"
"누나친구 : 이혼하고 온 날 무삭제",1,0,6000,1,6000,1,1,"2018-03-28","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민","미즈미 사키"
"정사: 질투의 덫-무삭제판",1,0,1000,1,1000,1,1,"2018-03-28","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이민",""
"친구엄마 : 그녀의 밤기술 무삭제",1,0,6000,1,6000,1,1,"2018-03-28","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민",""
"친구엄마 : 참을 수 없는 날 무삭제",1,0,6000,1,6000,1,1,"2018-03-28","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민",""
"학생의 엄마 : 첫 섹스 하던 날 무삭제",1,0,6000,1,6000,1,1,"2018-03-28","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민",""
"룸싸롱 여대생들",129,0,765000,20,765000,129,20,"2018-03-29","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","조태호","고재경"
"쾌락의 밀실 무삭제",173,0,960000,20,960000,173,20,"2018-03-29","노바엔터테인먼트","노바엔터테인먼트","청소년관람불가","멜로/로맨스","김경훈",""
